10000 40000
0	381
0	3255
0	3264
0	4207
0	6000
0	6495
0	8535
0	9122
1	207
1	548
1	2394
1	2482
1	3853
1	4617
1	5017
1	6608
1	6870
1	7875
1	8662
1	9589
2	958
2	1897
2	2442
2	2779
2	3330
2	4163
2	5534
2	6453
3	1819
3	2045
3	2303
3	2384
3	5667
3	7728
4	359
4	3960
4	4289
4	5568
4	6266
4	7000
4	7320
4	7395
4	8117
5	1872
5	4069
5	5984
5	7653
5	8861
5	8900
6	403
6	1218
6	1481
6	3316
6	3491
6	3770
6	4692
6	9005
6	9601
7	354
7	736
7	865
7	2656
7	4671
7	4844
7	7965
7	8776
7	9166
8	106
8	1357
8	2275
8	4479
8	5674
8	6351
8	9569
9	385
9	1672
9	2439
9	3170
9	3189
9	6296
9	7833
9	9339
10	190
10	2325
10	3465
10	3927
10	4450
10	5371
10	5753
10	6755
10	6785
10	7763
10	9540
10	9968
11	1444
11	3580
11	3639
11	9421
12	44
12	297
12	901
12	3098
12	5402
12	9721
13	568
13	1158
13	3304
13	3484
13	6766
13	6781
13	8542
13	8902
13	9053
14	699
14	2417
14	2780
14	5295
15	3170
15	4520
15	5284
15	6402
15	6920
15	7836
15	8470
16	154
16	593
16	2084
16	3927
16	4138
17	284
17	2062
17	2592
17	2812
17	4834
17	5015
17	5715
17	6255
17	7145
17	7850
17	8689
18	718
18	1446
18	3594
18	6929
18	7670
18	8721
19	234
19	660
19	2617
19	2741
19	4489
19	4927
19	5985
20	865
20	2026
20	2618
20	2678
20	4380
20	5623
20	6412
20	6770
21	788
21	2323
21	2426
21	2586
21	2871
21	3029
21	5383
21	6008
21	7034
21	7742
21	9556
22	1932
22	1961
22	4007
22	5716
22	6013
22	6229
22	6937
22	7574
22	8399
22	8555
22	9084
23	552
23	804
23	1148
23	4356
23	4960
23	5869
23	7097
23	7835
23	9196
24	847
24	1612
24	2626
24	4408
24	4735
24	5663
24	6559
24	8652
25	1900
25	4068
26	239
26	2078
26	3580
26	4722
26	7313
26	7604
27	2790
27	3228
27	4541
27	5474
27	5796
27	6081
27	6083
27	6613
27	6753
27	8382
28	812
28	4359
28	9376
29	2176
29	3300
29	4258
29	7170
29	8245
29	8409
29	9515
30	78
30	943
30	1445
30	3323
30	3886
30	7076
30	7853
30	8000
31	974
31	1115
31	1751
31	2379
31	6348
31	8503
31	9323
32	173
32	4143
32	4419
32	5248
32	5743
32	6951
32	8207
32	8581
32	9396
32	9400
32	9542
33	270
33	1434
33	2225
33	3154
33	5482
33	5781
33	7196
33	7833
33	8249
33	9623
34	2144
34	2248
34	2580
34	4662
34	5988
34	8497
34	8764
34	8828
35	930
35	2282
35	8679
36	1350
36	3323
36	4141
36	5117
36	9906
37	866
37	1385
37	3450
37	7348
37	8093
37	9930
38	887
38	2668
38	5187
38	7656
38	9168
38	9525
39	233
39	3220
39	4898
39	5364
39	5432
39	6260
39	9106
39	9430
39	9525
39	9804
40	1197
40	1595
40	2401
40	3105
40	4441
40	5197
40	5219
40	5629
40	5655
40	6078
40	6188
40	6383
40	6829
40	8409
41	998
41	1136
41	1531
41	1755
41	1874
41	3146
41	3477
41	4015
41	4403
41	8920
41	9045
41	9047
41	9078
41	9389
42	1147
42	1945
42	3267
42	3928
42	5059
42	5800
42	6002
42	6219
42	7474
42	8264
43	3922
43	4803
43	4835
43	5047
43	8049
43	8123
44	447
44	1122
44	3890
44	3918
44	9052
45	679
45	2505
45	2634
45	3684
45	5649
45	7300
45	7362
45	9043
46	68
46	1967
46	6638
46	7139
46	7955
46	8468
46	8833
47	3793
47	9405
47	9461
47	9789
48	141
48	373
48	4105
48	4376
48	4588
48	4772
48	5154
48	8436
48	8881
49	1294
49	5027
49	6742
49	7555
49	7690
49	7915
50	2121
50	2262
50	3081
50	3413
50	4265
50	6975
50	6977
50	7055
50	7367
50	8981
51	1012
51	1691
51	1793
51	3243
51	4235
51	4826
51	4969
51	5803
51	6821
51	8061
52	1219
52	1963
52	2025
52	3323
52	3812
52	9730
53	860
53	2163
53	2528
53	2832
53	2859
53	4698
53	6208
53	7258
53	8491
53	9353
53	9539
54	1206
54	1351
54	2846
54	3467
54	4790
55	526
55	944
55	1042
55	6011
55	6415
55	6470
55	6652
55	6656
55	7248
55	7978
55	8178
56	2214
56	2715
56	2808
56	4719
56	8056
56	9232
57	218
57	787
57	1291
57	1766
57	1898
57	6147
57	6430
57	6530
57	6828
57	7039
57	7621
57	7765
57	8681
57	8700
57	9300
57	9965
58	158
58	958
58	1212
58	1842
58	4029
58	4149
58	5181
58	5939
58	6870
58	7155
58	7304
58	7885
58	8822
58	9432
59	286
59	667
59	1388
59	2611
59	3957
59	6311
59	6558
