1000 2500
0	224
0	677
0	706
0	792
1	94
1	137
1	554
1	582
1	660
1	716
2	26
2	416
2	570
2	756
2	843
4	9
4	235
4	314
4	748
5	554
5	579
5	708
5	922
6	175
6	379
6	611
6	734
6	895
6	901
6	930
7	196
7	226
7	473
7	610
7	654
7	878
7	901
8	43
8	97
8	528
8	570
9	164
9	173
9	610
9	643
9	914
10	24
10	85
10	211
10	244
10	292
10	307
10	577
10	902
11	40
11	196
11	324
11	379
11	488
11	698
11	877
12	29
12	71
12	216
12	218
12	484
12	710
12	722
12	840
12	901
13	34
13	169
13	552
13	732
13	888
14	104
14	143
14	229
14	261
14	456
15	169
15	840
15	888
15	957
16	530
16	969
17	141
17	492
17	573
17	748
18	363
18	555
18	740
18	835
19	140
19	732
19	873
20	23
20	143
20	241
20	397
20	603
20	677
21	203
21	377
21	607
21	652
21	856
21	998
22	155
22	314
22	415
22	646
22	743
22	802
23	227
23	257
23	376
23	414
23	697
23	973
23	981
24	236
24	324
24	445
24	621
24	868
25	75
25	173
25	761
26	396
26	723
26	759
26	904
27	177
27	192
27	323
27	585
28	235
28	447
28	456
28	559
28	707
28	761
29	129
29	135
29	227
29	390
29	392
29	403
29	513
29	619
30	55
30	113
30	123
30	162
30	180
30	355
30	452
30	712
31	307
31	403
31	455
31	633
31	926
32	139
32	446
32	649
32	675
32	710
32	750
32	758
33	597
33	626
33	769
33	838
34	622
35	172
35	174
35	382
35	470
35	941
36	122
36	134
36	141
36	269
36	383
36	405
36	445
36	734
36	816
36	942
37	112
37	166
37	939
38	635
38	669
38	733
39	174
39	333
39	576
39	754
39	812
40	117
40	462
40	797
41	81
41	351
41	451
41	711
41	737
41	784
42	307
42	441
42	493
42	733
42	819
42	970
43	68
43	311
43	551
43	576
43	994
44	101
44	299
44	484
44	504
45	60
45	247
45	446
45	548
45	724
45	914
46	879
47	70
47	543
47	602
47	707
47	868
48	272
48	467
48	833
48	867
49	455
49	828
49	891
50	176
50	811
51	165
51	306
51	319
51	779
51	833
53	69
53	219
53	227
53	374
53	457
53	542
53	878
54	403
54	461
54	615
54	622
54	661
54	681
54	774
55	183
55	711
55	858
56	215
56	251
56	266
56	310
56	568
56	707
57	744
57	906
57	931
58	202
58	685
59	261
59	373
59	378
59	482
59	866
59	897
59	916
59	970
60	91
60	340
60	859
61	165
61	572
62	146
62	301
62	349
62	481
62	536
62	799
63	293
64	681
64	683
64	746
64	846
64	911
64	986
65	515
65	697
66	135
66	258
66	487
66	629
66	733
67	148
67	861
67	937
68	80
68	748
69	460
69	524
69	878
70	332
70	466
70	902
71	361
71	532
71	786
71	920
72	87
72	134
72	300
72	483
73	808
73	937
74	475
74	556
74	922
74	996
75	222
75	266
75	451
75	846
76	88
76	89
76	145
76	172
76	317
76	497
76	821
77	226
77	237
77	559
77	577
78	444
79	477
79	558
79	667
79	880
80	81
80	142
80	373
80	514
80	522
80	587
81	354
81	427
81	462
81	507
81	864
82	174
82	224
82	395
82	445
82	617
82	964
83	212
83	271
83	343
83	620
83	748
84	139
84	292
84	419
84	452
84	499
84	743
84	802
84	948
85	103
85	161
85	182
85	672
85	813
85	827
85	887
86	645
86	974
87	154
87	542
87	543
87	666
87	688
87	736
87	914
88	703
88	764
88	932
89	263
89	591
89	678
89	804
90	201
90	407
90	586
90	637
90	694
91	98
91	264
91	539
91	826
91	967
92	216
92	331
92	402
92	626
92	801
93	132
93	749
93	764
93	847
94	149
94	560
94	632
94	856
94	970
95	276
95	518
95	629
95	697
95	792
95	844
96	107
96	275
96	315
96	623
96	703
96	874
97	333
97	362
97	490
97	595
97	726
97	989
98	153
98	350
98	445
98	455
98	533
98	576
98	612
98	675
98	998
99	320
99	382
99	623
99	660
99	749
99	779
100	451
100	567
100	679
100	827
100	985
101	111
101	200
101	580
101	612
101	883
102	310
103	456
103	533
103	671
103	828
104	422
104	473
104	962
105	200
105	587
105	640
105	943
106	295
106	406
106	412
106	707
107	111
107	141
107	188
107	250
107	357
107	704
107	981
108	211
108	249
108	470
108	843
109	595
110	364
110	472
110	634
110	848
111	283
111	297
111	320
111	407
111	550
111	589
112	230
112	302
112	361
112	490
112	636
112	811
113	175
113	292
113	463
113	677
113	809
113	824
113	865
114	979
115	303
115	355
115	548
115	697
116	585
116	620
116	662
116	663
117	225
117	281
118	506
118	744
118	856
119	222
119	247
119	288
119	720
119	932
120	465
120	769
120	815
121	518
121	579
121	715
121	755
122	418
122	814
122	853
123	268
123	308
123	534
123	568
123	611
123	793
123	877
123	905
123	989
124	129
124	639
124	677
124	876
125	422
125	475
125	530
125	720
125	951
126	352
126	988
127	230
127	785
128	155
128	285
128	647
128	905
129	252
129	266
129	297
129	659
129	833
130	150
130	232
130	249
130	505
130	688
131	151
131	181
131	452
131	534
131	743
131	859
132	222
132	507
132	600
132	908
133	207
133	208
133	808
133	867
133	910
134	410
134	485
134	766
134	862
134	921
134	956
135	228
135	299
135	341
135	384
135	548
135	683
135	836
135	980
136	276
136	799
136	899
136	923
137	274
137	305
137	656
137	798
137	866
137	868
137	872
137	898
138	200
138	352
138	380
138	484
138	504
139	506
139	689
139	691
139	969
140	191
140	406
140	410
140	555
140	738
140	828
141	207
141	457
141	736
141	928
141	960
141	974
142	352
142	356
142	579
142	731
142	996
143	198
143	546
143	722
143	792
143	989
144	234
144	236
144	264
144	431
144	517
144	723
144	812
144	823
144	987
145	149
145	446
145	469
145	472
145	610
145	656
145	749
145	943
145	947
146	299
146	573
146	947
146	996
147	251
147	431
147	546
148	250
148	427
148	529
148	723
149	476
149	736
149	787
150	611
151	207
151	246
151	288
151	358
151	644
151	749
151	772
151	937
152	356
152	430
152	443
152	455
152	495
152	575
153	283
153	490
153	694
154	384
154	736
154	955
155	180
155	201
155	269
155	296
155	470
155	491
155	733
156	310
156	636
157	167
157	545
157	666
157	670
157	881
158	159
158	171
158	328
158	616
158	643
158	673
159	581
159	622
159	849
159	919
160	230
160	323
160	450
160	507
160	541
160	573
161	189
161	261
161	378
161	382
161	916
161	956
162	165
162	489
162	594
162	655
162	710
162	834
162	861
162	900
162	944
163	529
163	713
163	737
164	334
164	477
164	738
164	887
164	889
165	465
165	564
165	602
166	213
166	292
166	607
167	427
167	678
167	800
168	677
168	920
169	298
169	845
170	335
170	396
170	438
170	817
170	823
170	868
170	938
171	412
171	677
171	921
172	437
172	468
172	631
172	650
172	827
172	980
173	338
173	721
173	793
173	805
174	658
174	936
175	518
175	707
175	881
175	913
176	464
176	830
177	583
177	934
178	465
178	546
178	600
178	609
178	861
179	347
179	427
179	757
179	817
179	820
179	942
180	374
180	406
180	429
180	927
181	271
181	879
181	968
181	982
182	488
182	594
183	803
183	908
184	825
185	605
185	693
185	813
185	854
186	356
186	373
186	625
186	632
186	638
187	341
187	354
187	436
187	443
187	473
187	484
187	941
188	296
188	427
188	740
189	242
189	309
189	357
189	858
190	775
191	560
191	663
192	222
192	251
192	427
192	473
192	604
192	853
193	196
193	273
193	410
193	794
194	436
194	625
194	898
195	419
196	293
196	304
196	345
196	360
196	396
196	786
196	925
197	224
197	431
198	207
198	306
198	576
198	631
198	886
199	418
199	458
199	493
199	587
199	769
200	618
200	631
200	915
200	983
201	423
201	584
201	619
201	659
202	278
202	402
202	509
202	725
202	976
203	710
204	332
204	762
204	835
205	568
205	585
205	759
205	937
205	947
206	207
206	229
206	510
206	543
206	974
206	988
207	277
