150 250
0	34
0	45
0	73
0	103
1	51
1	64
1	83
3	5
3	111
3	118
3	133
4	7
4	95
5	30
5	32
5	76
5	102
5	137
5	139
6	85
6	98
6	100
6	103
7	34
7	84
7	115
8	33
9	104
9	112
9	119
9	124
10	20
10	68
10	99
11	87
11	114
12	75
12	118
12	133
13	44
13	45
13	53
13	58
13	74
13	109
13	122
14	66
14	146
15	46
15	52
15	141
16	63
17	48
18	144
19	48
19	71
19	78
20	145
21	54
21	77
21	100
21	141
21	143
22	136
22	147
23	44
23	113
24	37
24	51
24	75
24	94
24	113
24	136
25	55
25	85
25	108
25	120
25	143
25	145
26	43
26	91
26	135
26	136
27	65
27	80
27	84
27	105
27	149
28	109
28	147
29	84
30	50
30	81
30	92
31	108
32	87
32	140
32	143
33	34
33	46
33	58
33	60
33	71
33	81
33	85
33	104
34	50
34	54
35	82
36	54
36	61
36	65
36	129
36	146
37	121
37	122
38	42
38	71
38	104
40	66
40	69
40	110
40	112
41	69
41	83
41	111
42	120
43	60
43	77
43	98
43	146
44	69
44	107
44	149
45	47
45	49
45	52
45	62
46	136
47	145
48	90
48	120
49	68
49	145
50	100
50	139
50	148
51	117
51	123
52	113
52	126
53	59
53	70
53	93
53	107
53	124
53	141
54	57
54	79
55	56
55	64
55	97
56	94
56	100
56	129
58	107
59	126
60	61
60	109
61	62
61	133
62	126
62	142
64	84
64	110
64	128
65	97
65	149
67	85
67	117
68	102
68	122
71	79
71	100
71	122
71	143
72	80
72	126
75	84
75	147
77	78
77	86
77	115
77	145
78	104
81	119
81	132
82	140
83	102
83	130
85	114
86	140
86	144
87	111
87	146
88	90
88	127
88	133
88	146
91	118
92	136
92	139
92	144
92	145
93	111
93	115
94	120
94	141
95	112
95	120
96	106
97	135
98	123
99	109
99	139
101	104
101	133
103	106
103	119
103	142
103	147
104	106
104	149
106	115
108	125
109	125
110	147
112	138
114	138
117	138
117	145
117	147
118	123
123	146
127	137
128	137
131	147
131	149
132	141
148	149
